[5], Coverage : 1.0
[2205], Coverage : 0.8372093023255814
[2253], Coverage : 0.8372093023255814
[2257], Coverage : 0.8372093023255814
[2288], Coverage : 0.8372093023255814
[2295], Coverage : 0.8372093023255814
[2325], Coverage : 0.8372093023255814
[2340], Coverage : 0.8372093023255814
[2431], Coverage : 0.8372093023255814
[2462], Coverage : 0.8372093023255814
[2463], Coverage : 0.8372093023255814
[2480], Coverage : 0.8372093023255814
[2481], Coverage : 0.8372093023255814
[2488], Coverage : 0.8372093023255814
[2497], Coverage : 0.8372093023255814
[2507], Coverage : 0.8372093023255814
[2512], Coverage : 0.8372093023255814
[2521], Coverage : 0.8372093023255814
[2562], Coverage : 0.8372093023255814
[2577], Coverage : 0.8372093023255814
[2656], Coverage : 0.8372093023255814
[2676], Coverage : 0.8372093023255814
[2680], Coverage : 0.8372093023255814
[2681], Coverage : 0.8372093023255814
[2684], Coverage : 0.8372093023255814
[2689], Coverage : 0.8372093023255814
[2718], Coverage : 0.8372093023255814
[2728], Coverage : 0.8372093023255814
[2730], Coverage : 0.8372093023255814
[2767], Coverage : 0.8372093023255814
[2794], Coverage : 0.8372093023255814
[2800], Coverage : 0.8372093023255814
[2801], Coverage : 0.8372093023255814
[2815], Coverage : 0.8372093023255814
[2831], Coverage : 0.8372093023255814
[2835], Coverage : 0.8372093023255814
[2890], Coverage : 0.8372093023255814
[2893], Coverage : 0.8372093023255814
[2940], Coverage : 0.8372093023255814
[2952], Coverage : 0.8372093023255814
[2956], Coverage : 0.8372093023255814
[2984], Coverage : 0.8372093023255814
[3001], Coverage : 0.8372093023255814
[3047], Coverage : 0.8372093023255814
[3064], Coverage : 0.8372093023255814
[3100], Coverage : 0.8372093023255814
[3101], Coverage : 0.8372093023255814
[3140], Coverage : 0.8372093023255814
[3179], Coverage : 0.8372093023255814
[3220], Coverage : 0.8372093023255814
[3226], Coverage : 0.8372093023255814
[3238], Coverage : 0.8372093023255814
[3285], Coverage : 0.8372093023255814
[3286], Coverage : 0.8372093023255814
[3287], Coverage : 0.8372093023255814
[3288], Coverage : 0.8372093023255814
[3289], Coverage : 0.8372093023255814
[3315], Coverage : 0.8372093023255814
[3323], Coverage : 0.8372093023255814
[3325], Coverage : 0.8372093023255814
[3328], Coverage : 0.8372093023255814
[3329], Coverage : 0.8372093023255814
[3358], Coverage : 0.8372093023255814
[3374], Coverage : 0.8372093023255814
[3375], Coverage : 0.8372093023255814
[3400], Coverage : 0.8372093023255814
[3407], Coverage : 0.8372093023255814
[3410], Coverage : 0.8372093023255814
[3430], Coverage : 0.8372093023255814
[3434], Coverage : 0.8372093023255814
[3435], Coverage : 0.8372093023255814
[3436], Coverage : 0.8372093023255814
[3438], Coverage : 0.8372093023255814
[3439], Coverage : 0.8372093023255814
[3441], Coverage : 0.8372093023255814
[3461], Coverage : 0.8372093023255814
[3467], Coverage : 0.8372093023255814
[3468], Coverage : 0.8372093023255814
[3469], Coverage : 0.8372093023255814
[3470], Coverage : 0.8372093023255814
[3471], Coverage : 0.8372093023255814
[3472], Coverage : 0.8372093023255814
[3475], Coverage : 0.8372093023255814
[3506], Coverage : 0.8372093023255814
[3548], Coverage : 0.8372093023255814
[3575], Coverage : 0.8372093023255814
[3599], Coverage : 0.8372093023255814
[3603], Coverage : 0.8372093023255814
[3607], Coverage : 0.8372093023255814
[3644], Coverage : 0.8372093023255814
[3647], Coverage : 0.8372093023255814
[3649], Coverage : 0.8372093023255814
[3650], Coverage : 0.8372093023255814
[3651], Coverage : 0.8372093023255814
[3653], Coverage : 0.8372093023255814
[3654], Coverage : 0.8372093023255814
[3656], Coverage : 0.8372093023255814
[3676], Coverage : 0.8372093023255814
[3677], Coverage : 0.8372093023255814
[3680], Coverage : 0.8372093023255814
[3689], Coverage : 0.8372093023255814
[3690], Coverage : 0.8372093023255814
[3699], Coverage : 0.8372093023255814
[3726], Coverage : 0.8372093023255814
[3727], Coverage : 0.8372093023255814
[3735], Coverage : 0.8372093023255814
[3740], Coverage : 0.8372093023255814
[3775], Coverage : 0.8372093023255814
[3786], Coverage : 0.8372093023255814
[3791], Coverage : 0.8372093023255814
[3792], Coverage : 0.8372093023255814
[3828], Coverage : 0.8372093023255814
[3836], Coverage : 0.8372093023255814
[3852], Coverage : 0.8372093023255814
[3887], Coverage : 0.8372093023255814
[3899], Coverage : 0.8372093023255814
[3908], Coverage : 0.8372093023255814
[3933], Coverage : 0.8372093023255814
[3947], Coverage : 0.8372093023255814
[4005], Coverage : 0.8372093023255814
[4031], Coverage : 0.8372093023255814
[4052], Coverage : 0.8372093023255814
[4053], Coverage : 0.8372093023255814
[4054], Coverage : 0.8372093023255814
[4076], Coverage : 0.8372093023255814
[4103], Coverage : 0.8372093023255814
[4108], Coverage : 0.8372093023255814
[4121], Coverage : 0.8372093023255814
[4124], Coverage : 0.8372093023255814
[4160], Coverage : 0.8372093023255814
[4182], Coverage : 0.8372093023255814
[4193], Coverage : 0.8372093023255814
[4213], Coverage : 0.8372093023255814
[4215], Coverage : 0.8372093023255814
[4223], Coverage : 0.8372093023255814
[4230], Coverage : 0.8372093023255814
[4231], Coverage : 0.8372093023255814
[4236], Coverage : 0.8372093023255814
[4262], Coverage : 0.8372093023255814
[4275], Coverage : 0.8372093023255814
[4276], Coverage : 0.8372093023255814
[4289], Coverage : 0.8372093023255814
[4291], Coverage : 0.8372093023255814
[4320], Coverage : 0.8372093023255814
[4323], Coverage : 0.8372093023255814
[4324], Coverage : 0.8372093023255814
[4329], Coverage : 0.8372093023255814
[4366], Coverage : 0.8372093023255814
[4384], Coverage : 0.8372093023255814
[4389], Coverage : 0.8372093023255814
[4390], Coverage : 0.8372093023255814
[4407], Coverage : 0.8372093023255814
[4410], Coverage : 0.8372093023255814
[4440], Coverage : 0.8372093023255814
[4448], Coverage : 0.8372093023255814
[4455], Coverage : 0.8372093023255814
[4456], Coverage : 0.8372093023255814
[4460], Coverage : 0.8372093023255814
[4471], Coverage : 0.8372093023255814
[4483], Coverage : 0.8372093023255814
[4489], Coverage : 0.8372093023255814
[4494], Coverage : 0.8372093023255814
[4516], Coverage : 0.8372093023255814
[4524], Coverage : 0.8372093023255814
[4525], Coverage : 0.8372093023255814
[4526], Coverage : 0.8372093023255814
[4532], Coverage : 0.8372093023255814
[4533], Coverage : 0.8372093023255814
[4535], Coverage : 0.8372093023255814
[4540], Coverage : 0.8372093023255814
[4542], Coverage : 0.8372093023255814
[4548], Coverage : 0.8372093023255814
[4549], Coverage : 0.8372093023255814
[4572], Coverage : 0.8372093023255814
[4593], Coverage : 0.8372093023255814
[4596], Coverage : 0.8372093023255814
[4597], Coverage : 0.8372093023255814
[4598], Coverage : 0.8372093023255814
[4599], Coverage : 0.8372093023255814
[4604], Coverage : 0.8372093023255814
[4605], Coverage : 0.8372093023255814
[4636], Coverage : 0.8372093023255814
[4658], Coverage : 0.8372093023255814
[4665], Coverage : 0.8372093023255814
[4666], Coverage : 0.8372093023255814
[4695], Coverage : 0.8372093023255814
[4697], Coverage : 0.8372093023255814
[4712], Coverage : 0.8372093023255814
[4713], Coverage : 0.8372093023255814
[4734], Coverage : 0.8372093023255814
[4760], Coverage : 0.8372093023255814
[4773], Coverage : 0.8372093023255814
[4787], Coverage : 0.8372093023255814
[4796], Coverage : 0.8372093023255814
[4798], Coverage : 0.8372093023255814
[4802], Coverage : 0.8372093023255814
[4803], Coverage : 0.8372093023255814
[4809], Coverage : 0.8372093023255814
[4813], Coverage : 0.8372093023255814
[4818], Coverage : 0.8372093023255814
[4824], Coverage : 0.8372093023255814
[4832], Coverage : 0.8372093023255814
[4850], Coverage : 0.8372093023255814
[4851], Coverage : 0.8372093023255814
[4855], Coverage : 0.8372093023255814
[4875], Coverage : 0.8372093023255814
[4876], Coverage : 0.8372093023255814
[4883], Coverage : 0.8372093023255814
[4890], Coverage : 0.8372093023255814
[4905], Coverage : 0.8372093023255814
[4907], Coverage : 0.8372093023255814
[4911], Coverage : 0.8372093023255814
[4913], Coverage : 0.8372093023255814
[4918], Coverage : 0.8372093023255814
[4923], Coverage : 0.8372093023255814
[4929], Coverage : 0.8372093023255814
[4932], Coverage : 0.8372093023255814
[4936], Coverage : 0.8372093023255814
[4942], Coverage : 0.8372093023255814
[4945], Coverage : 0.8372093023255814
[4951], Coverage : 0.8372093023255814
[4994], Coverage : 0.8372093023255814
[5043], Coverage : 0.8372093023255814
[5073], Coverage : 0.8372093023255814
[5085], Coverage : 0.8372093023255814
[5095], Coverage : 0.8372093023255814
[5097], Coverage : 0.8372093023255814
[5099], Coverage : 0.8372093023255814
[5102], Coverage : 0.8372093023255814
[5107], Coverage : 0.8372093023255814
[5108], Coverage : 0.8372093023255814
[5109], Coverage : 0.8372093023255814
[5142], Coverage : 0.8372093023255814
[5149], Coverage : 0.8372093023255814
[5151], Coverage : 0.8372093023255814
[5152], Coverage : 0.8372093023255814
[5153], Coverage : 0.8372093023255814
[5155], Coverage : 0.8372093023255814
[5156], Coverage : 0.8372093023255814
[5157], Coverage : 0.8372093023255814
[5161], Coverage : 0.8372093023255814
[5164], Coverage : 0.8372093023255814
[5165], Coverage : 0.8372093023255814
[5167], Coverage : 0.8372093023255814
[5169], Coverage : 0.8372093023255814
[5171], Coverage : 0.8372093023255814
[5172], Coverage : 0.8372093023255814
[5175], Coverage : 0.8372093023255814
[5207], Coverage : 0.8372093023255814
[5217], Coverage : 0.8372093023255814
[5223], Coverage : 0.8372093023255814
[5226], Coverage : 0.8372093023255814
[5227], Coverage : 0.8372093023255814
[5228], Coverage : 0.8372093023255814
[5229], Coverage : 0.8372093023255814
[5230], Coverage : 0.8372093023255814
[5231], Coverage : 0.8372093023255814
[5232], Coverage : 0.8372093023255814
[5233], Coverage : 0.8372093023255814
[5234], Coverage : 0.8372093023255814
[5235], Coverage : 0.8372093023255814
[5249], Coverage : 0.8372093023255814
[5257], Coverage : 0.8372093023255814
[5262], Coverage : 0.8372093023255814
[5263], Coverage : 0.8372093023255814
[5274], Coverage : 0.8372093023255814
[5281], Coverage : 0.8372093023255814
[5312], Coverage : 0.8372093023255814
[5336], Coverage : 0.8372093023255814
[5358], Coverage : 0.8372093023255814
[5364], Coverage : 0.8372093023255814
[5365], Coverage : 0.8372093023255814
[5366], Coverage : 0.8372093023255814
[5367], Coverage : 0.8372093023255814
[5368], Coverage : 0.8372093023255814
[5371], Coverage : 0.8372093023255814
[5393], Coverage : 0.8372093023255814
[5405], Coverage : 0.8372093023255814
[5406], Coverage : 0.8372093023255814
[5415], Coverage : 0.8372093023255814
[5435], Coverage : 0.8372093023255814
[5438], Coverage : 0.8372093023255814
[5441], Coverage : 0.8372093023255814
[5443], Coverage : 0.8372093023255814
[5446], Coverage : 0.8372093023255814
[5455], Coverage : 0.8372093023255814
[5458], Coverage : 0.8372093023255814
[5468], Coverage : 0.8372093023255814
[5488], Coverage : 0.8372093023255814
[5490], Coverage : 0.8372093023255814
[5491], Coverage : 0.8372093023255814
[5493], Coverage : 0.8372093023255814
[5496], Coverage : 0.8372093023255814
[5500], Coverage : 0.8372093023255814
[5506], Coverage : 0.8372093023255814
[5517], Coverage : 0.8372093023255814
[5521], Coverage : 0.8372093023255814
[5526], Coverage : 0.8372093023255814
[5531], Coverage : 0.8372093023255814
[5555], Coverage : 0.8372093023255814
[5562], Coverage : 0.8372093023255814
[5563], Coverage : 0.8372093023255814
[5565], Coverage : 0.8372093023255814
[5570], Coverage : 0.8372093023255814
[5574], Coverage : 0.8372093023255814
[5575], Coverage : 0.8372093023255814
[5580], Coverage : 0.8372093023255814
[5581], Coverage : 0.8372093023255814
[5582], Coverage : 0.8372093023255814
[5596], Coverage : 0.8372093023255814
[5597], Coverage : 0.8372093023255814
[5598], Coverage : 0.8372093023255814
[5602], Coverage : 0.8372093023255814
[5609], Coverage : 0.8372093023255814
[5610], Coverage : 0.8372093023255814
[5622], Coverage : 0.8372093023255814
[5623], Coverage : 0.8372093023255814
[5624], Coverage : 0.8372093023255814
[5626], Coverage : 0.8372093023255814
[5628], Coverage : 0.8372093023255814
[5633], Coverage : 0.8372093023255814
[5670], Coverage : 0.8372093023255814
[5672], Coverage : 0.8372093023255814
[5678], Coverage : 0.8372093023255814
[5696], Coverage : 0.8372093023255814
[5713], Coverage : 0.8372093023255814
[5729], Coverage : 0.8372093023255814
[5779], Coverage : 0.8372093023255814
[5793], Coverage : 0.8372093023255814
[5795], Coverage : 0.8372093023255814
[5824], Coverage : 0.8372093023255814
[5838], Coverage : 0.8372093023255814
[5863], Coverage : 0.8372093023255814
[5864], Coverage : 0.8372093023255814
[5870], Coverage : 0.8372093023255814
[5877], Coverage : 0.8372093023255814
[5879], Coverage : 0.8372093023255814
[5887], Coverage : 0.8372093023255814
[5889], Coverage : 0.8372093023255814
[5895], Coverage : 0.8372093023255814
[5898], Coverage : 0.8372093023255814
[5899], Coverage : 0.8372093023255814
[5901], Coverage : 0.8372093023255814
[5907], Coverage : 0.8372093023255814
[5916], Coverage : 0.8372093023255814
[5953], Coverage : 0.8372093023255814
[5959], Coverage : 0.8372093023255814
[5963], Coverage : 0.8372093023255814
[5974], Coverage : 0.8372093023255814
[5984], Coverage : 0.8372093023255814
[5998], Coverage : 0.8372093023255814
[6001], Coverage : 0.8372093023255814
[6016], Coverage : 0.8372093023255814
[6021], Coverage : 0.8372093023255814
[6022], Coverage : 0.8372093023255814
[6036], Coverage : 0.8372093023255814
[6053], Coverage : 0.8372093023255814
[6081], Coverage : 0.8372093023255814
[6083], Coverage : 0.8372093023255814
[6087], Coverage : 0.8372093023255814
[6114], Coverage : 0.8372093023255814
[6115], Coverage : 0.8372093023255814
[6124], Coverage : 0.8372093023255814
[6178], Coverage : 0.8372093023255814
[6185], Coverage : 0.8372093023255814
[6187], Coverage : 0.8372093023255814
[6193], Coverage : 0.8372093023255814
[6204], Coverage : 0.8372093023255814
[6212], Coverage : 0.8372093023255814
[6216], Coverage : 0.8372093023255814
[6217], Coverage : 0.8372093023255814
[6229], Coverage : 0.8372093023255814
[6266], Coverage : 0.8372093023255814
[6297], Coverage : 0.8372093023255814
[6311], Coverage : 0.8372093023255814
[6340], Coverage : 0.8372093023255814
[6347], Coverage : 0.8372093023255814
[6357], Coverage : 0.8372093023255814
[6358], Coverage : 0.8372093023255814
[6370], Coverage : 0.8372093023255814
[6372], Coverage : 0.8372093023255814
[6374], Coverage : 0.8372093023255814
[6393], Coverage : 0.8372093023255814
[6399], Coverage : 0.8372093023255814
[6404], Coverage : 0.8372093023255814
[6443], Coverage : 0.8372093023255814
[6444], Coverage : 0.8372093023255814
[6468], Coverage : 0.8372093023255814
[6471], Coverage : 0.8372093023255814
[6499], Coverage : 0.8372093023255814
[6508], Coverage : 0.8372093023255814
[6544], Coverage : 0.8372093023255814
[6556], Coverage : 0.8372093023255814
[6562], Coverage : 0.8372093023255814
[6570], Coverage : 0.8372093023255814
[6572], Coverage : 0.8372093023255814
[6661], Coverage : 0.8372093023255814
[6664], Coverage : 0.8372093023255814
[6676], Coverage : 0.8372093023255814
[6751], Coverage : 0.8372093023255814
[6779], Coverage : 0.8372093023255814
[6792], Coverage : 0.8372093023255814
[6794], Coverage : 0.8372093023255814
[6800], Coverage : 0.8372093023255814
[6812], Coverage : 0.8372093023255814
[6850], Coverage : 0.8372093023255814
[6863], Coverage : 0.8372093023255814
[6880], Coverage : 0.8372093023255814
[6899], Coverage : 0.8372093023255814
[6913], Coverage : 0.8372093023255814
[6957], Coverage : 0.8372093023255814
[6958], Coverage : 0.8372093023255814
[6973], Coverage : 0.8372093023255814
[7023], Coverage : 0.8372093023255814
[7026], Coverage : 0.8372093023255814
[7034], Coverage : 0.8372093023255814
[7039], Coverage : 0.8372093023255814
[7046], Coverage : 0.8372093023255814
[7062], Coverage : 0.8372093023255814
[7063], Coverage : 0.8372093023255814
[7073], Coverage : 0.8372093023255814
[7086], Coverage : 0.8372093023255814
[7109], Coverage : 0.8372093023255814
[7110], Coverage : 0.8372093023255814
[7130], Coverage : 0.8372093023255814
[7136], Coverage : 0.8372093023255814
[7137], Coverage : 0.8372093023255814
[7151], Coverage : 0.8372093023255814
[7152], Coverage : 0.8372093023255814
[7153], Coverage : 0.8372093023255814
[7165], Coverage : 0.8372093023255814
[7168], Coverage : 0.8372093023255814
[7180], Coverage : 0.8372093023255814
[7190], Coverage : 0.8372093023255814
[7191], Coverage : 0.8372093023255814
[7207], Coverage : 0.8372093023255814
[7209], Coverage : 0.8372093023255814
[7228], Coverage : 0.8372093023255814
[7229], Coverage : 0.8372093023255814
[7235], Coverage : 0.8372093023255814
[7239], Coverage : 0.8372093023255814
[7240], Coverage : 0.8372093023255814
[7252], Coverage : 0.8372093023255814
[7253], Coverage : 0.8372093023255814
[7263], Coverage : 0.8372093023255814
[7266], Coverage : 0.8372093023255814
[7267], Coverage : 0.8372093023255814
